Sun,-0.004270718793414043,0.007310800625473740,0.00003606533644952196,-0.000008228583375251294,-0.000002523950461558597,0.0000002287621089239891,1988500
Mercury,-0.3444535965543481,0.1244937134793193,0.04081814022143559,-0.01498493370550497,-0.0254027369546362,-0.0007014541862125636,0.3302
Venus,-0.07425115787613629,0.7231262705291585,0.01389642043852094,-0.0202073220632196,-0.002079597226135614,0.001137357294289521,4.8685
Earth,-0.9195630474628088,0.3849526243733474,0.00002397945357989321,-0.006849568994766180,-0.01597777865954205,0.0000008913037964101453,5.97219
Mars,-0.7085851519715829,-1.339265550428394,-0.01089960337687647,0.01291935570255872,-0.005287121736678857,-0.0004276806599090773,0.64171
Jupiter,0.9428096083109136,-5.112553141719827,0.0001115454685946039,0.007328872748643184,0.001728401690907078,-0.0001710882389846024,1898.13
Saturn,4.068318417851884,-9.156851640609485,-0.002740369460416917,0.004789199609203833,0.002248537795260886,-0.0002294715414553835,568.34
Uranus,16.09025110686749,11.55881497418604,-0.1655214551606257,-0.002323648992344491,0.003011035175402512,0.00004131519452084478,86.813
Neptune,29.27533073225698,-6.183731199081194,-0.5473367350553134,0.0006283775203510079,0.003090160112977234,-0.00007833439617786154,102.413
Pluto,13.14216077476440,-31.33203777225864,-0.4487844810058143,0.002958636841796276,0.0005440536300830844,-0.0009047925790298822,0.01307
HalleyComet,-22.029855833900363,26.62727314433149,-9.973302965113835,0.0002252068631292192,0.0005703917256855301,-0.00003282664728841076,0.00000000022
EarthMoon,-0.9169404241590237,0.3856138577075836,-0.0002127149705521654,-0.006988626658992840,-0.01543600510186928,0.000008164372813075663,0.07349
